,title,location,posted_on,deadline,details,institute,link,keyword,comb,exist
554,Postdoctoral Research Associate (Physics),Australia,31 July 2025,31 Aug 2025 - 00:00 (UTC),"Full time, 2-year fixed term position with potential to extend. Located on the Camperdown Campus at the School of Physics. Exciting opportunity to conduct research in a world-leading interdisciplinary environment for studying the dynamics of complex physical systems. Base Salary, Academic Level A...",Times Higher Education,/jobs/365654,Time-series_analysis,31 July 2025|/jobs/365654,False
555,Professor/Associate Professor in statistics,Norway,28 July 2025,17 Aug 2025 - 23:59 (Europe/Oslo),"The Department of Mathematics and Statistics has an open permanent position as Professor/Associate Professor within the field statistics. The position is affiliated with the research group Complex Systems Modeling (CoSMo). Early career scientists, as well as experienced candidates are invited to...",UiT The Arctic University of Norway,/jobs/364756,Time-series_analysis,28 July 2025|/jobs/364756,False
556,PhD student position in NCN OPUS project „ Movement Coordination: Between Interpersonal Connection and Individual Autonomy”,Poland,27 July 2025,16 Sep 2025 - 23:59 (Europe/Warsaw),"We are looking for a doctoral researcher to join Human Interactivity and Language Lab (Faculty of Psychology, University of Warsaw) within NCN OPUS project “Movement Coordination: Between Interpersonal Connection and Individual Autonomy” 2024/53/B/HS1/01428 (PI: Julian Zubek). The project is focused...",University of Warsaw,/jobs/364592,Time-series_analysis,27 July 2025|/jobs/364592,False
557,Research Studentships for Master or Integrated Master students - (BL176/2025-IST-ID),Portugal,25 July 2025,8 Aug 2025 - 23:59 (Europe/Lisbon),"Applications are open 1 Research Studentship for Master or Integrated Master Students, within the framework of project/1801P.01515 - StreamWater, in the institution IST-ID, reference n.º 2024.07282.IACDC/2024, apoiado pela medida “RE-C05-i08.M04 – “Apoiar o lançamento de um programa de projetos de I...",Associação do Instituto Superior Técnico para a Investigação e Desenvolvimento _IST-ID,/jobs/364428,Time-series_analysis,25 July 2025|/jobs/364428,False
558,2025-2026_1_185 -  A contract for a scientific software developer for gravitational wave data analysis.,Spain,25 July 2025,2 Sep 2025 - 23:55 (Europe/Madrid),"The Institute of Applied Computing and Community Code (IAC3,http://iac3.uib.es) is seeking a scientific software developer to join our team and contribute to cutting-edge computational research within the HiTech-IAC3-BIO Platform.The successful candidate will play a vital role in developing...",Universitat de les Illes Balears,/jobs/364302,Time-series_analysis,25 July 2025|/jobs/364302,False
560,"One year postdoc position in Atmospheric Chemistry, Marine Microbiology (funded by Amidex)",France,25 July 2025,15 Sep 2025 - 21:59 (UTC),"RESEARCHER PROFILE: Postdoc/R2: PhD holders RESEARCH FIELD(S)1: Atmospheric Chemistry, Marine MicrobiologyMAIN SUB RESEARCH FIELD OR DISCIPLINES1: Climate change, COV characterisation, spatial-temporal statisticsJOB /OFFER DESCRIPTION SARNEIO (Sea-Air inteRactioNs and VOC EmIssions from...",Academic Positions,/jobs/364225,Time-series_analysis,25 July 2025|/jobs/364225,False
561,Postdoctoral researcher - Behavioral sciences component of the PREVIX research program (Pandemic preparedness for respiratory virus X - Winning project of PEPR MIE 2024),France,26 June 2025,1 Sep 2025 - 23:59 (Europe/Paris),"Reporting structureThe École des hautes études en santé publique (EHESP) is a public scientific, cultural and professional establishment (EPSCP). EHESP is a member of the network of public service schools (RESP), France Universités and the Conférence des Grandes Ecoles (CGE).It is a component of the...",EHESP,/jobs/355920,Behavioral_Data_Science,26 June 2025|/jobs/355920,False
562,Doctoral scholarship holders in political science,Belgium,26 June 2025,21 Aug 2025 - 21:59 (UTC),"Let’s shape the future - University of AntwerpThe University of Antwerp is a dynamic, forward-thinking, European university. We offer an innovative academic education to more than 20000 students, conduct pioneering scientific research and play an important service-providing role in society. We are...",University of Antwerp,/jobs/355629,Behavioral_Data_Science,26 June 2025|/jobs/355629,False
563,Postdoctoral Researcher in Atmosphere-Cryosphere-Hydrosphere- Interactions,Finland,26 June 2025,15 Sep 2025 - 20:59 (UTC),"The University of Oulu is a multidisciplinary, international research university, with about 4000 employees who produce new knowledge based on high-standards research and provide research based education to build a more sustainable, smarter, and more humane world. The University of Oulu community...",Academic Positions,/jobs/355653,Behavioral_Data_Science,26 June 2025|/jobs/355653,False
565,Doctoral Candidate position DC11: Data assimilation for optimised design of OWT foundations,Norway,24 June 2025,20 August 2025,Doctoral Candidate position - Data assimilation for optimised design of OWT foundations. Work description The Norwegian Geotechnical Institute ( NGI) is seeking candidates for a PhD position related to data assimilation for optimized design of Offshore Wind Turbine (OWT) foundations. For more......,Norwegian Geotechnical Institute,/jobs/hosting/doctoral-candidate-position-dc11-data-assimilation-optimised-design-owt-foundations,Behavioral_Data_Science,24 June 2025|/jobs/hosting/doctoral-candidate-position-dc11-data-assimilation-optimised-design-owt-foundations,False
566,Virtual and digital economy,Italy,24 June 2025,15 August 2025,"Description This research project invites proposals exploring the transformation of economic activities brought about by technological advancements such as metaverse platforms, blockchain-based tokens, and other virtual and digital infrastructures. These developments are reshaping how companies...",Polytechnic University of Bari,/jobs/hosting/virtual-and-digital-economy,Behavioral_Data_Science,24 June 2025|/jobs/hosting/virtual-and-digital-economy,False
567,OUT Onco-Ultrasound-Tripsy: Exploiting cellular mechanical fatigue to develop innovative treatments for cancer cells,Italy,24 June 2025,15 August 2025,"Description: OUT research project aims to investigate, define, and implement an innovative therapeutic approach for addressing cancer. This approach leverages ultrasound potential to selectively target healthy and cancerous cells. The differential targeting is made possible by exploiting the...",Polytechnic University of Bari,/jobs/hosting/out-onco-ultrasound-tripsy-exploiting-cellular-mechanical-fatigue-develop-innovative,Behavioral_Data_Science,24 June 2025|/jobs/hosting/out-onco-ultrasound-tripsy-exploiting-cellular-mechanical-fatigue-develop-innovative,False
568,Post-doctoral fellow in Participatory design - 18 months contract,France,24 June 2025,1 Oct 2025 - 00:00 (Europe/Berlin),"Who we are ?Télécom Paris, part of the IMT (Institut Mines-Télécom) and a founding member of the Institut Polytechnique de Paris, is one of France's top 5 general engineering schools.The mainspring of Télécom Paris is to train, imagine and undertake to design digital models, technologies and...",Télécom Paris,/jobs/354903,Behavioral_Data_Science,24 June 2025|/jobs/354903,False
571,Post-doc: Nanothermal measurements by STHM: development of low temperature scanning probe (M/F),France,17 June 2025,12 Sep 2025 - 00:00 (UTC),"For fundamental thermal science dedicated to nanomaterials, no mature solution to the issue of thermal measurement at the nanoscale currently exists. In ANTICHI our goal is to provide a versatile instrument that allows analysing in highly controlled experimental conditions thermal mesoscale...",CNRS - National Center for Scientific Research,/jobs/353148,Behavioral_Data_Science,17 June 2025|/jobs/353148,False
572,Academic researcher at Department of Surface and Plasma Science,Czech Republic,14 June 2025,15 Sep 2025 - 21:59 (UTC),"In accordance with the The Competitive Hiring Process Code of Charles University, the Dean of the Faculty of Mathematics and Physics of Charles University announces opening of the following position with submission deadline September 15, 2025 Scientific and pedagogical work in the field of space...",Univerzita Karlova (Charles University),/jobs/352733,Behavioral_Data_Science,14 June 2025|/jobs/352733,False
573,Postdoctoral Position in Cancer Biology (M/F),France,13 June 2025,1 Sep 2025 - 09:00 (Europe/Paris),The hosting structure The Curie Institute Research CenterThe Institut Curie is a major player in the research and fight against cancer. It consists of a hospital and a Research Centre of more than 1000 employees with a strong international representativeness.The objective of the Curie Institute...,Institut Curie - Research Center,/jobs/352575,Behavioral_Data_Science,13 June 2025|/jobs/352575,False
574,Electrical Characterization of 3D Integrated Ferroelectric Memories,Belgium,13 June 2025,13 Sep 2025 - 14:51 (Europe/Brussels),We are seeking device engineer candidates for exploring 3D integrated ferroelectric memories.What you will doMemories are an essential building block for all electronic systems and great efforts are being made by the industry and academia to improve existing technologies and to invent new ones...,IMEC,/jobs/352558,Behavioral_Data_Science,13 June 2025|/jobs/352558,False
575,"Full time PhD position(s) in European Studies and Policies - in cooperation with Slovak Academy of Sciences, Institute of Political Science",Slovakia,13 June 2025,15 Aug 2025 - 23:59 (Europe/Bratislava),"Comenius University in Bratislava, Faculty of Social and Economic Sciences, Institute of European Studies and International Relations in cooperation with Slovak Academy of Sciences, Institute for Political Science, offers full time PhD positions starting from September 2025, in these research topics...",Comenius University in Bratislava,/jobs/352478,Behavioral_Data_Science,13 June 2025|/jobs/352478,False
576,"Full time PhD position(s) in European Studies and Policies - in cooperation with Slovak Academy of Sciences, Institute of Economy",Slovakia,13 June 2025,15 Aug 2025 - 23:59 (Europe/Bratislava),"Comenius University in Bratislava, Faculty of Social and Economic Sciences, Institute of European Studies and International Relations in cooperation with Slovak Academy of Sciences, Institute of Economy, offers full time PhD positions starting from September 2025, in these research topics...",Comenius University in Bratislava,/jobs/352476,Behavioral_Data_Science,13 June 2025|/jobs/352476,False
577,"Full time PhD position(s) in European Studies and Policies - in cooperation with Slovak Academy of Sciences, Institute for Forecasting, Centre of Social and Psychological Sciences",Slovakia,13 June 2025,15 Aug 2025 - 23:59 (Europe/Bratislava),"Comenius University in Bratislava, Faculty of Social and Economic Sciences, Institute of Public Policy in cooperation with Slovak Academy of Sciences, Institute for forecasting, Centre of Social and Psychological Sciences, offers full time PhD positions starting from September 2025, in these...",Comenius University in Bratislava,/jobs/352474,Behavioral_Data_Science,13 June 2025|/jobs/352474,False
