title,location,posted_on,deadline,details,institute,link,keyword
Improving Computer Vision Models through Neural Signal Integration and Causal Inference (VINCI),France,18 April 2025,31 Aug 2025 - 23:00 (Europe/Paris),"Thesis supervisor : Adrien MERLINIThesis co-supervisors : Mai Quyen PHAM, Giulia LIOI, Javen SHI & Zhen ZHANGThesis co-supervised with The University of Adelaide, Australia Scientific Context:Artificial Intelligence (AI) has achieved remarkable progress in tasks traditionally requiring human...",IMT Atlantique,/jobs/337380,Brain-Inspired_AI_Architectures
Seeking Research Scientist or Postdoctoral Researcher (W24340) (Laboratory for Motor Circuit Plasticity),Japan,6 March 2025,20 Feb 2026 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Outline of Laboratory Neurocircuit mechanisms of motor control The Laboratory of Motor circuit plasticity (PI: Aya Takeoka) at RIKEN Center for Brain Science is seeking an...,JREC-IN Portal,/jobs/322964,Neural_Engineering
"PhD at Mines Paris in AI & Energy: ""Decision-Focused Learning Methods for Energy Applications""",France,6 March 2025,2 Sep 2025 - 22:00 (UTC),"Title: ""Decision-Focused Learning Methods for Energy Applications"" Context and background: Operational management of energy systems in time scales of a few minutes to days ahead involves decision making that results from two major steps: (1) leveraging contextual information to forecast uncertain...",ABG  - Association Bernard Gregory,/jobs/323073,Neural_Engineering
PhD Candidates / Spontaneous Applications,Luxembourg,12 February 2025,11 Feb 2026 - 02:57 (UTC),"About us... The University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character. The Interdisciplinary Centre for Security, Reliability and Trust (SnT) at the University of Luxembourg is a leading international research and innovation...",University of Luxembourg,/jobs/316146,Neural_Engineering
DC7 FINALITY: “Bayesian optimization for Self Organized Networks”.,France,5 January 2025,30 Sep 2025 - 00:00 (Europe/Paris),"The Laboratory of Informatics of the University of Avignon (LIA), Avignon, France, offers a PhD position for a Doctoral Candidate (DC) in the framework of the MSCA Doctoral Network FINALITY (saFe learnINg for LArge scaLe InTerconnected sYstems).PhD project: “Bayesian optimization for Self Organized...",University of Avignon,/jobs/306387,Neural_Engineering
Génie électrique intelligent : développement d'outils de simulation de nouvelle génération avec les PINN et l'apprentissage machine // Intelligent Electrical Engineering: Developing Next-Gen Simulation Tools with PINNs and Machine Learning,France,9 November 2024,30 Sep 2025 - 22:00 (UTC),"La simulation et la modélisation des objets du génie électrique, met en jeux des équations complexes. La résolution de celles-ci peut entrainer des calculs couteux et long. Depuis plusieurs années des métamodèles ont été utilisés afin de réduire les temps de calcul, ils permettent à partir d'un...",ABG  - Association Bernard Gregory,/jobs/289584,Neural_Engineering
Seeking a few Research Scientists or Postdoctoral Researchers (K24067) (High Performance Artificial Intelligence Systems Research Team),Japan,7 November 2024,25 Oct 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project [Research field] The RIKEN Center for Computational Science (R-CCS), led by Center Director Satoshi Matsuoka, is an international hub for computational science that promotes...",JREC-IN Portal,/jobs/288819,Neural_Engineering
"PhD position in ""3D Vision and Cybersickness in Virtual Reality""- MSCA COFUND SEED doctoral programme",France,11 October 2024,10 Nov 2025 - 23:59 (Europe/Paris),The PhD position is offered under a standard track (30 months at IMT Atlantique + 3 months at Communication University of China + 3 months at non-yet determined industrial partner (possibly)1.1. Domain and scientific/technical contextThe field is the one of Vision in Virtual Reality (VR). It is an...,IMT Atlantique,/jobs/281261,Neural_Engineering
Job offer Post doc Jinfeng labs  30 july 2024 adult neural stem cells or gliomas,France,9 August 2024,9 Aug 2025 - 23:39 (Europe/Paris),"Jinfeng Labs (Jinfeng Laboratory) (video here), a new and pioneering institute located in Chongqing, the biggest city in China, is excited to announce open postdoctoral positions. Dedicated to advancing brain science and understanding brain diseases, Jinfeng Laboratory spans an expansive 1300,000...",University of Montpellier,/jobs/265492,Neural_Engineering
"POSTDOC POSITION ON ADULD BRAIN STEM AND/OR GLIOMAS IN JINFENG LABS, CHONGQING, CHINA",France,6 August 2024,6 Aug 2025 - 00:00 (Europe/Paris),"Jinfeng Labs (Jinfeng Laboratory) (video here), a new and pioneering institute located in Chongqing, the biggest city in China, is excited to announce open postdoctoral positions. Dedicated to advancing brain science and understanding brain diseases, Jinfeng Laboratory spans an expansive 1300,000...",Universite de Montpellier,/jobs/262622,Neural_Engineering
Postdoc position in Physics-aware symbolic regression for dynamic systems modeling,Czech Republic,29 January 2024,31 Dec 2025 - 23:59 (Europe/Prague),Symbolic regression (SR) is a method that automatically generates models as analytic free-form formulas from data. SR has been successfully used in many nonlinear modeling tasks with quite impressive results. SR has several advantages over other data-driven modeling methods. Contrary to (deep)...,Czech Technical University in Prague,/jobs/189895,Neural_Engineering
Post-Doc in Translational Social Cognitive and Affective Neuroscience of Pain and Emotions,Israel,27 May 2025,27 May 2026 - 15:31 (Asia/Jerusalem),"About our Campus: The Ein Kerem campus of the Hebrew University, established in 1960, is in southwestern Jerusalem. This campus hosts the Faculty of Medicine and the School of Dentistry, located next to Hadassah Hospital, one of the city’s main medical centers. It also is also home to other...",Hebrew University of Jerusalem,/jobs/347494,Computational_Neuroscience
PhD for translational Social Cognitive and Affective Neuroscience of Pain and Emotions,Israel,27 May 2025,27 May 2026 - 15:23 (Asia/Jerusalem),"About our Campus: The Ein Kerem campus of the Hebrew University, established in 1960, is in southwestern Jerusalem. This campus hosts the Faculty of Medicine and the School of Dentistry, located next to Hadassah Hospital, one of the city’s main medical centers. It also is also home to other...",Hebrew University of Jerusalem,/jobs/347492,Computational_Neuroscience
Postdoc (Jonas group “Nanophysiology” - ISTA),Austria,24 May 2025,22 Nov 2025 - 23:00 (UTC),"The research team of Peter Jonas at the Institute of Science and Technology Austria (ISTA) is an internationally leading group in the field of cellular neuroscience and neurophysiology. Specifically, the group is interested in the structure and function of synapses, from the level of molecules up to...",jobRxiv,/jobs/346860,Computational_Neuroscience
Research Assistant Professor in Neuroimage and Artificial Intelligence in Medicine,Hong Kong,24 May 2025,22 Oct 2025 - 00:00 (UTC),"DEPARTMENT OF HEALTH TECHNOLOGY AND INFORMATICS Research Assistant Professor in Neuroimage and Artificial Intelligence in Medicine (Ref. 250522006) With over 85 years of rich heritage, The Hong Kong Polytechnic University (PolyU) has evolved alongside society and made pivotal contributions to the...",Times Higher Education,/jobs/346924,Computational_Neuroscience
Doctoral scholarship holder with a project focused on biomarker discovery in neurological disorders,Belgium,17 May 2025,13 Aug 2025 - 21:59 (UTC),"Let’s shape the future - University of AntwerpThe University of Antwerp is a dynamic, forward-thinking, European university. We offer an innovative academic education to more than 20000 students, conduct pioneering scientific research and play an important service-providing role in society. We are...",University of Antwerp,/jobs/344974,Computational_Neuroscience
Recruitment Guidelines for Associate Professor Position at Tokyo Metropolitan University Mathematical and Computational Biology,Japan,16 May 2025,15 Aug 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Department of Biological Sciences, Faculty of Science Department of Biological Sciences, Graduate School of Science Tokyo Metropolitan University [Work content and job...",JREC-IN Portal,/jobs/344229,Computational_Neuroscience
16 PhD Fellowships in Neuroscience,Denmark,2 May 2025,11 Aug 2025 - 16:00 (Europe/Copenhagen),"Neuroscience Academy Denmark (NAD) offers 16 fully funded PhD fellowships to exceptional and highly motivated candidates pursuing a career in neuroscience. NAD is a collaborative national initiative that brings together the neuroscience research environments of Aalborg University, Aarhus University...",Neuroscience Academy Denmark,/jobs/340656,Computational_Neuroscience
MSCA-PF: Joint application at the University of Granada. Department of Developmental and Educational Psychology.,Spain,2 May 2025,10 September 2025,"Professor Nuria Calet Ruiz, from the Department of Developmental and Educational Psychology at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that applicants...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-developmental-and-0,Computational_Neuroscience
