title,location,posted_on,deadline,details,institute,link,keyword
POST-DOC POSITION (Assistant Professor) in the project SONATA,Poland,2 May 2025,31 Aug 2025 - 00:00 (Europe/Warsaw),"Post-doc position available at the Faculty of Chemistry and Pharmacy, University of Opole, within the National Science Center (NCN) SONATA 19 Project no. 2023/51/D/ST5/00369“Exploring Azapyrene Derivatives as Structural Isosteres of Pyrene: Innovative Approaches to the Synthesis and Characterisation...",University of Opole,/jobs/340591,Behavioral_Data_Science
Postdoc in Human Physiological Development and Metabolic Diseases (f/m/x),Germany,15 July 2025,13 Oct 2025 - 21:59 (UTC),"Area of research:Scientific / postdoctoral postsJob description:Postdoc in Human Physiological Development and Metabolic Diseases (f/m/x)102775Full time39 hrs./weekTübingenAt Helmholtz Munich, we develop groundbreaking solutions for a healthier society in a rapidly changing world. We believe that...",Helmholtz Association of German Research Centres,/jobs/360985,Neuroimaging_Science
Associate Professor/Assistant Professor in Brain Cognition and AI,Macao,15 July 2025,12 Sep 2025 - 00:00 (UTC),The University of Macau (UM) is an internationalized research-oriented comprehensive public university in the Macao Special Administrative Region (MSAR) located at the west bank of the Guangdong-Hong Kong-Macao Greater Bay Area (GBA). The GBA is rapidly developing into one of the leading technology...,Times Higher Education,/jobs/361011,Neuroimaging_Science
Assistant Professor Clinical Neuropsychology,Netherlands,11 July 2025,31 Aug 2025 - 21:59 (UTC),Welcome to Maastricht UniversityAre you a PhD graduate with post-doctoral training and a strong research profile in clinical neuropsychology? Do you have experience with psychodiagnostics and/or interventions in patient populations (without necessarily working in a clinical setting yourself)? And...,Maastricht University via AcademicTransfer,/jobs/360341,Neuroimaging_Science
Post-doctoral Fellow in the Division of Neurology of the Department of Medicine,Hong Kong,10 July 2025,30 Sep 2025 - 00:00 (UTC),"Ref.: 532564 Work type: Full-time Department: Department of Medicine, School of Clinical Medicine (20600) Categories: Senior Research Staff & Post-doctoral Fellow, Research Staff Post-doctoral Fellow in the Division of Neurology of the Department of Medicine, School of Clinical Medicine (Ref...",Times Higher Education,/jobs/360091,Neuroimaging_Science
Assistant Professor in Living State Physics,Finland,27 June 2025,15 Aug 2025 - 00:00 (UTC),"Aalto University is where science and art meet technology and business. We shape a sustainable future by making research breakthroughs in and across our disciplines, sparking the game changers of tomorrow and creating novel solutions to major global challenges. Our community is made up of 120...",Aalto University,/jobs/356201,Neuroimaging_Science
Assistant Professor in Neuroscience and Biomedical Engineering,Finland,27 June 2025,18 Aug 2025 - 00:00 (UTC),"Aalto University is where science and art meet technology and business. We shape a sustainable future by making research breakthroughs in and across our disciplines, sparking the game changers of tomorrow and creating novel solutions to major global challenges. Our community is made up of 120...",Aalto University,/jobs/356206,Neuroimaging_Science
Postdoctoral Researcher on Computational Modelling of Emotional Memory Binding,Netherlands,24 June 2025,20 Aug 2025 - 21:59 (UTC),"How do memories work together to create the stories of our lives? While we know a lot about the processing of single (emotional) events on the one hand, and autobiographical memory on the other, connecting these two fields is a challenge. This project is part of an NWO-funded (Vidi) project that...",University of Amsterdam (UvA) via AcademicTransfer,/jobs/354717,Neuroimaging_Science
Assistant Professor in Neuroscience and Biomedical Engineering,Finland,13 June 2025,18 Aug 2025 - 00:00 (UTC),"Aalto University is where science and art meet technology and business. We shape a sustainable future by making research breakthroughs in and across our disciplines, sparking the game changers of tomorrow and creating novel solutions to major global challenges. Our community is made up of 120...",Times Higher Education,/jobs/352371,Neuroimaging_Science
Assistant Professor in Living State Physics,Finland,4 June 2025,15 Aug 2025 - 00:00 (UTC),"Aalto University is where science and art meet technology and business. We shape a sustainable future by making research breakthroughs in and across our disciplines, sparking the game changers of tomorrow and creating novel solutions to major global challenges. Our community is made up of 120...",Times Higher Education,/jobs/349291,Neuroimaging_Science
Postdoctoral Fellowship,Türkiye,30 May 2025,30 Sep 2025 - 23:59 (Europe/Istanbul),Join Our Research Team: Network of European Funding for Neuroscience Research Postdoctoral Fellowship on Mechanisms Of Resilience And Vulnerability To Environmental Challenges In Mental Health.Brain Development and Psychosis LabNational Magnetic Resonance Research Center (UMRAM) Aysel Sabuncu Brain...,Bilkent University,/jobs/348549,Neuroimaging_Science
Postdoc in ground motion data analysis and broad-band synthetic seismograms,France,1 August 2025,31 Aug 2026 - 23:59 (Europe/Brussels),"Joining the French Geological Survey (BRGM) means becoming part of France’s leading public institution for Earth Science applications bringing together 1,000 wholeheartedly committed experts across 29 bases in Mainland and Overseas France. BRGM focuses on enhancing geological knowledge and...",BRGM,/jobs/366092,Time-series_analysis
Scuola Superiore Sant’Anna - Identification of causal effects in  macroeconomics: methods and empirical  analysis,Italy,1 August 2025,8 Sep 2025 - 12:00 (UTC),"The research project focuses on evaluating the macroeconomic effects of shocks or policy interventions involving key variables such as energy prices, uncertainty, and economic or fiscal policy instruments. The objective is to analyze the evolution of these effects over time through an empirical...","Italian Ministry of Education, University and Research",/jobs/366039,Time-series_analysis
Postdoctoral Researcher in Marine Geosciences and Coastal Dynamics,France,31 July 2025,27 Aug 2025 - 23:59 (Europe/Brussels),"Joining the French Geological Survey (BRGM) means becoming part of France’s leading public institution for Earth Science applications bringing together 1,000 wholeheartedly committed experts across 29 bases in Mainland and Overseas France. BRGM focuses on enhancing geological knowledge and...",BRGM,/jobs/365863,Time-series_analysis
Postdoctoral Research Associate (Physics),Australia,31 July 2025,31 Aug 2025 - 00:00 (UTC),"Full time, 2-year fixed term position with potential to extend. Located on the Camperdown Campus at the School of Physics. Exciting opportunity to conduct research in a world-leading interdisciplinary environment for studying the dynamics of complex physical systems. Base Salary, Academic Level A...",Times Higher Education,/jobs/365654,Time-series_analysis
Professor/Associate Professor in statistics,Norway,28 July 2025,17 Aug 2025 - 23:59 (Europe/Oslo),"The Department of Mathematics and Statistics has an open permanent position as Professor/Associate Professor within the field statistics. The position is affiliated with the research group Complex Systems Modeling (CoSMo). Early career scientists, as well as experienced candidates are invited to...",UiT The Arctic University of Norway,/jobs/364756,Time-series_analysis
PhD student position in NCN OPUS project „ Movement Coordination: Between Interpersonal Connection and Individual Autonomy”,Poland,27 July 2025,16 Sep 2025 - 23:59 (Europe/Warsaw),"We are looking for a doctoral researcher to join Human Interactivity and Language Lab (Faculty of Psychology, University of Warsaw) within NCN OPUS project “Movement Coordination: Between Interpersonal Connection and Individual Autonomy” 2024/53/B/HS1/01428 (PI: Julian Zubek). The project is focused...",University of Warsaw,/jobs/364592,Time-series_analysis
Research Studentships for Master or Integrated Master students - (BL176/2025-IST-ID),Portugal,25 July 2025,8 Aug 2025 - 23:59 (Europe/Lisbon),"Applications are open 1 Research Studentship for Master or Integrated Master Students, within the framework of project/1801P.01515 - StreamWater, in the institution IST-ID, reference n.º 2024.07282.IACDC/2024, apoiado pela medida “RE-C05-i08.M04 – “Apoiar o lançamento de um programa de projetos de I...",Associação do Instituto Superior Técnico para a Investigação e Desenvolvimento _IST-ID,/jobs/364428,Time-series_analysis
2025-2026_1_185 -  A contract for a scientific software developer for gravitational wave data analysis.,Spain,25 July 2025,2 Sep 2025 - 23:55 (Europe/Madrid),"The Institute of Applied Computing and Community Code (IAC3,http://iac3.uib.es) is seeking a scientific software developer to join our team and contribute to cutting-edge computational research within the HiTech-IAC3-BIO Platform.The successful candidate will play a vital role in developing...",Universitat de les Illes Balears,/jobs/364302,Time-series_analysis
Wearable technology for behavioral monitoring in pediatric cancer – A digital biopsychosocial approach to expand and personalize care for improved health and qu,Belgium,25 July 2025,31 Aug 2025 - 23:59 (UTC),"Is technology your passion? Are you looking for a challenging position? Do you want to help children, adolescents and young adults (AYAs) diagnosed with cancer? Then you are the person we are looking for. Join our research group as a PhD student and fuse these interests to become a future leader in...",KU Leuven,/jobs/364140,Time-series_analysis
"One year postdoc position in Atmospheric Chemistry, Marine Microbiology (funded by Amidex)",France,25 July 2025,15 Sep 2025 - 21:59 (UTC),"RESEARCHER PROFILE: Postdoc/R2: PhD holders RESEARCH FIELD(S)1: Atmospheric Chemistry, Marine MicrobiologyMAIN SUB RESEARCH FIELD OR DISCIPLINES1: Climate change, COV characterisation, spatial-temporal statisticsJOB /OFFER DESCRIPTION SARNEIO (Sea-Air inteRactioNs and VOC EmIssions from...",Academic Positions,/jobs/364225,Time-series_analysis
Postdoctoral researcher - Behavioral sciences component of the PREVIX research program (Pandemic preparedness for respiratory virus X - Winning project of PEPR MIE 2024),France,26 June 2025,1 Sep 2025 - 23:59 (Europe/Paris),"Reporting structureThe École des hautes études en santé publique (EHESP) is a public scientific, cultural and professional establishment (EPSCP). EHESP is a member of the network of public service schools (RESP), France Universités and the Conférence des Grandes Ecoles (CGE).It is a component of the...",EHESP,/jobs/355920,Behavioral_Data_Science
